Eval	SOPwTP	DDDT
16200	23297.00	0.79
16300	23297.00	0.79
16400	23297.00	0.79
16500	23297.00	0.79
16600	23297.00	0.79
16700	23297.00	0.79
16800	23297.00	0.79
16900	23297.00	0.79
17000	23297.00	0.79
17100	23297.00	0.79
17200	23297.00	0.79
17300	23297.00	0.79
17400	23297.00	0.79
17500	23297.00	0.79
17600	23297.00	0.79
17700	23297.00	0.79
17800	23297.00	0.79
17900	23297.00	0.79
18000	23297.00	0.79
18100	23297.00	0.79
18200	23297.00	0.79
18300	23297.00	0.79
18400	23297.00	0.79
18500	23297.00	0.79
18600	23297.00	0.79
18700	23297.00	0.79
18800	23297.00	0.79
18900	23297.00	0.79
19000	23297.00	0.79
19100	23297.00	0.79
19200	23297.00	0.79
19300	23297.00	0.79
19400	23297.00	0.79
19500	23297.00	0.79
19600	23297.00	0.79
19700	23297.00	0.79
19800	23297.00	0.79
19900	23297.00	0.79
20000	23297.00	0.79
20100	23297.00	0.79
20200	23297.00	0.79
20300	23297.00	0.79
20400	23297.00	0.79
20500	23297.00	0.79
20600	23297.00	0.79
20700	23297.00	0.79
20800	23297.00	0.79
20900	23629.00	0.79
21000	23629.00	0.79
21100	23629.00	0.79
21200	23629.00	0.79
21300	23629.00	0.79
21400	23629.00	0.79
21500	23629.00	0.79
21600	23629.00	0.79
21700	23629.00	0.79
21800	23629.00	0.79
21900	23629.00	0.79
22000	23629.00	0.79
22100	23629.00	0.79
22200	23629.00	0.79
22300	23629.00	0.79
22400	23629.00	0.79
22500	23629.00	0.79
22600	23629.00	0.79
22700	23629.00	0.79
22800	23629.00	0.79
22900	23629.00	0.79
23000	23629.00	0.79
23100	23629.00	0.79
23200	23629.00	0.79
23300	23629.00	0.79
23400	23629.00	0.79
23500	23629.00	0.79
23600	23629.00	0.79
23700	23629.00	0.79
23800	23629.00	0.79
23900	23629.00	0.79
24000	23629.00	0.79
24100	23629.00	0.79
24200	23629.00	0.79
24300	23629.00	0.79
24400	23629.00	0.79
24500	23629.00	0.79
24600	23629.00	0.79
24700	23629.00	0.79
24800	23629.00	0.79
24900	23629.00	0.79
25000	23629.00	0.79
